	domain	phylum	class	order	family	genus	species
ASV_15786	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_15787	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15788	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA
ASV_15789	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	NA
ASV_15790	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_15791	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_15792	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_15793	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_15794	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
ASV_15795	Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA	NA
ASV_15796	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_15797	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA
ASV_15798	Bacteria	Nitrospirota	4-29-1	NA	NA	NA	NA
ASV_15799	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_15800	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV_15801	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_15802	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV_15803	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
ASV_15804	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_15805	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA
ASV_15806	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
ASV_15807	Bacteria	Myxococcota	Polyangia	UASB-TL25	NA	NA	NA
ASV_15808	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15809	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
ASV_15810	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV_15811	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_15812	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV_15813	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	NA
ASV_15814	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA	NA
ASV_15815	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV_15816	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_15817	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15818	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_15819	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_15820	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
ASV_15821	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15822	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_15823	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_15824	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	NA
ASV_15825	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
ASV_15826	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_15827	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	NA
ASV_15828	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	NA	NA
ASV_15829	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA	NA
ASV_15830	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_15831	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA	NA
ASV_15832	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
ASV_15833	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	NA
ASV_15834	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_15835	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	NA	NA	NA
ASV_15836	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_15837	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA
ASV_15838	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus	NA
ASV_15839	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA	NA
ASV_15840	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	NA	NA
ASV_15841	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
ASV_15842	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
ASV_15843	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_15844	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_15845	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_15846	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	NA	NA
ASV_15847	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	NA
ASV_15848	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_15849	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
ASV_15850	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_15851	Bacteria	NA	NA	NA	NA	NA	NA
ASV_15852	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
ASV_15853	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
ASV_15854	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_15855	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV_15856	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15857	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_15858	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_15859	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_15860	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
ASV_15861	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_15862	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_15863	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
ASV_15864	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_15865	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
ASV_15866	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_15867	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15868	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV_15869	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_15870	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA	NA
ASV_15871	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_15872	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15873	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_15874	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15875	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter	NA
ASV_15876	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA	NA
ASV_15877	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_15878	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_15879	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
ASV_15880	Bacteria	NA	NA	NA	NA	NA	NA
ASV_15881	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxydans	NA
ASV_15882	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus Entotheonella	NA
ASV_15883	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15884	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_15885	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15886	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_15887	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_15888	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573	NA	NA	NA
ASV_15889	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV_15890	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV_15891	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_15892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Jejuia	NA
ASV_15893	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA	NA
ASV_15894	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_15895	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_15896	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
ASV_15897	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA
ASV_15898	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_15899	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_15900	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15901	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_15902	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15903	Bacteria	Chloroflexi	SHA-26	NA	NA	NA	NA
ASV_15904	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_15905	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_15906	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV_15907	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Jejuia	NA
ASV_15908	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_15909	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fervidicella	NA
ASV_15910	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15911	Bacteria	Proteobacteria	Gammaproteobacteria	B108	NA	NA	NA
ASV_15912	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	NA
ASV_15913	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	NA	NA
ASV_15914	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	AR15	NA
ASV_15915	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA	NA
ASV_15916	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_15917	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_15918	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_15919	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15920	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_15921	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15922	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15923	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_15924	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15925	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
ASV_15926	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_15927	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_15928	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_15929	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
ASV_15930	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV_15931	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_15932	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	NA	NA	NA
ASV_15933	Bacteria	Chloroflexi	Chloroflexia	NA	NA	NA	NA
ASV_15934	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA	NA
ASV_15935	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_15936	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15937	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_15938	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_15939	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Jejuia	NA
ASV_15940	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
ASV_15941	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV_15942	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	NA
ASV_15943	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	NA	NA	NA
ASV_15944	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	NA	NA
ASV_15945	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV_15946	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
ASV_15947	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
ASV_15948	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15949	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15950	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV_15951	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA
ASV_15952	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15953	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	YM_S32_TM7_50_20	NA	NA
ASV_15954	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA	NA
ASV_15955	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_15956	Bacteria	Elusimicrobiota	Lineage IIb	NA	NA	NA	NA
ASV_15957	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA
ASV_15958	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA
ASV_15959	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_15960	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_15961	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	NA
ASV_15962	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_15963	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA
ASV_15964	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA
ASV_15965	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_15966	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA
ASV_15967	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NA	NA
ASV_15968	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_15969	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	NA
ASV_15970	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_15971	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira-Sulfurivermis	NA
ASV_15972	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA
ASV_15973	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15974	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_15975	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin118	NA
ASV_15976	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_15977	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_15978	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
ASV_15979	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_15980	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_15981	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV_15982	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	NA	NA	NA
ASV_15983	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	NA
ASV_15984	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA
ASV_15985	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Ahniella	NA
ASV_15986	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA
ASV_15987	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_15988	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
ASV_15989	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA	NA
ASV_15990	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_15991	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
ASV_15992	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	NA	NA
ASV_15993	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_15994	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
ASV_15995	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_15996	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_15997	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_15998	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_15999	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_16000	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA	NA
ASV_16001	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
ASV_16002	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_16003	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_16004	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_16005	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	NA	NA	NA
ASV_16006	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
ASV_16007	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_16008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV_16009	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
ASV_16010	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
ASV_16011	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA	NA
ASV_16012	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_16013	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	NA
ASV_16014	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_16015	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_16016	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA
ASV_16017	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_16018	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	NA
ASV_16019	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	NA
ASV_16020	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_16021	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA	NA
ASV_16022	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_16023	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	NA
ASV_16024	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	NA
ASV_16025	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_16026	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_16027	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_16028	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_16029	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
ASV_16030	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA	NA
ASV_16031	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	NA
ASV_16032	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
ASV_16033	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV_16034	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_16035	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_16036	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_16037	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA	NA
ASV_16038	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_16039	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV_16040	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
ASV_16041	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_16042	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA
ASV_16043	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA
ASV_16044	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA
ASV_16045	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	NA	NA	NA
ASV_16046	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_16047	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_16048	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA	NA
ASV_16049	Bacteria	Patescibacteria	Parcubacteria	Candidatus Adlerbacteria	NA	NA	NA
ASV_16050	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
